Employer Name,Review Link,Job Title,Review Date,Review City Name,Review State Name,Current Job,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1390092.htm,Client Development Associate,3/13/2012,New York,New York State,Yes,1,1,2,2,5,0, ,No,Disapprove,"Best co-workers that one could ask for, work/life balance is more like life/work, little to no accountability for your actions.","The culture at CIQ encourages you to perform at a mediocre level.  There are very smart people here who work their tails off, and it isn't rewarded in the slightest.  Tenure seems to be the biggest factor when it comes to titles, compensation, respect, etc.  Don't expect a shred of meritocracy at this company, and forget being adequately compensated for your job, this place has gone from being a standout firm to an absolute clown show in barely two years.","Wake up and realize that unless you start respecting (and paying) your top talent, its all going to leave the building.  You think losing 2-3 key people a week would send a signal.",Getting worse by the day...
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1360721.htm,Analyst,2/26/2012,Hyderābād,Andhra Pradesh,Yes,2,3,3,3,3,0, ,Yes,No Opinion,you can know the various financial Statements submitted with SEC so you will have broad idea on various industries and sectors. Exposure to Financial and business/Industry Analysis,Not much growth and benefit of work experience gained in less in other industries.,Give expectation on Career path and growth with specific targets.,As long you feel good that exp is useful for further jobs in that line.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1289624.htm, ,1/18/2012, , ,Yes,5,4.5,3.5,5,5,0, ,Yes,No Opinion,You have lots of opportunities to work at a good company in a growing market.,It still feels like we are the small fish.,Stay the course.,It's a great place to cut your teeth
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1257537.htm,Senior Research Associate,12/29/2011,Gurgaon,Haryana,Yes,3,2.5,4,2,3,0, ,No,No Opinion,"Great people, great balance between work life and personal life. Innovation and new ideas are recognised","Almost no internal training programs, once can learn only by ones own self drive.",Internal training programs should be put in place,NA
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1233527.htm,Software Engineer,12/9/2011,New York,New York State,Yes,2,2.5,3.5,1,2,0, ,No,No Opinion,"Lots of fantastic, smart and passionate people.  Very easy going and laid back without much bureaucracy...for now.  It's awesome to own a project and see it through.",Management is tearing the company apart and hemorrhaging the people that made Capital IQ great left and right through a poorly planned integration.  Most people that are capable of assisting are just trying to position themselves in a better place rather than trying to keep everything together.,Actually do something with all the feedback that you have instead of steamrolling everyone and accepting your losses.,Awesome Until Now...
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1175481.htm, ,10/29/2011,Boston,Massachusetts,Yes,3,4.5,4.5,1,5,0, ,No,Disapprove,"Smart engineers, competent tech leads, great variety of projects and opportunities, casual and fun atmosphere working on a popular and valuable product.","The McGraw-Hill Financial reorganization has forced out all of our senior management and replaced them with people who have made it clear that they think of technology as a commodity and not one of our core strengths.  The day-to-day work and environment for engineers hasn't changed much, but everyone thinks that it's only a matter of time before things get much worse.", ,A great company that is being torn up by senior management changes
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1165977.htm,Summer Software Developer Intern,10/23/2011, , ,No,5,4,4.5,4.5,4.5,0, ,Yes,No Opinion,"It did not feel corporate. The cubicles were low and we had floor-wide weekly meetings that were very open. Everyone was very welcome and helpful, the attitude everyone had was both stimulating and encouraging.","If you were looking for a more formal place to work, Capital IQ is not it. The culture is very casual, which I liked, but I know some people may prefer dressing up every day and having stricter routines.",Keep the culture the way it is! The work offered to interns was cool because we felt like we really accomplished a project at the end of the summer.,A great opportunity to gain exposure to coding in the .NET environment.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1163439.htm,Client Development Analyst,10/20/2011,New York,New York State,Yes,3,3.5,4.5,1.5,4,0, , ,No Opinion,"great work/life balance, casual environment, good coworkers, mcgraw-hill benefits are really nice, great training","Bonus compensation performance metrics are bogus, management is disconnected, unclear career path, its difficult to stand out among your peers",Be upfront with development analysts about their real job.,"Great Start, then move on..."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1147959.htm,Business Analyst,10/10/2011,New York,New York State,No,4,4,4.5,4,4.5,0, ,Yes,No Opinion,"1. Flat structure
2. Nice and helpful co-workers & supervisors 
3. a bit laid back","I don't really have any to be honest. It's a great company and especially great for entry level. However, recently, because of the some management level changes, some employees are leaving.", ,"I worked with nice and smart people, and balanced my work and life well."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1088963.htm, ,9/1/2011, , ,No,3,3,2.5,3.5,3.5,0, , ,No Opinion,My mentor was a nice person and he gave me good feedback !!,Monotonous work !! HR team sucks !!,Good job !!,Good Learning Experience !!
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1034502.htm, ,7/25/2011, , ,No,1,4,4,1,4,0, ,No,Disapprove,Capital IQ was a great experience for me.  I learnt a lot and had the opportunity to be part of a fast growing organization within a larger enterprise.  Capital IQ was and is well respected in the financial community and has good name recognition (although somewhat less known here than in the US where it was founded.),"Earlier this year, all of the senior managers left upon disagreements with the parent company about future direction.  Previous turnover had been almost none in many years.  Capital IQ used to be a coherent, complete organization and has been broken apart and included in a larger part of Standard and Poors.  The passion for the business has gone and, whilst the new leadership at the Capital IQ level may have its heart in the right place, the same cannot be said for the next level up.","Although some changes to align with overall direction are understandable, do not lose what made Capital IQ able to compete and grow so successfully for a long time against much larger players.","Passion, potential and longterm opportunity gone; standard S&P mentality arrived with departure of old managment."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW990199.htm, ,6/21/2011,London,England,Yes,2,2.5,3,1,4.5,0, ,No,No Opinion,"They are willing to promote people quickly, although this generally means that positions needing experience and qualifications are held by unqualified staff.","They love to talk about how scrappy they are, but the complete opposite is the truth - there's no energy or buzz in the office, it's like working in a retirement home which is bizarre considering most employees are in their twenties.","Make decisions, stop talking all the time and doing nothing.",Friendly on the face of it but not so nice if you get on the wrong side
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW987657.htm, ,6/19/2011,London,England,Yes,1,2,5,1,2.5,0, ,No,No Opinion,"Very good benefits package, courtesy of McGraw-Hill - employer's contribution to pension is very generous, healthcare, subsidised gym. 
Decent offices.","Management run the company like some Jonestown cult. Unless you drink the Kool Aid, it's impossible to progress. 
Favoured staff have jobs created for them for which they have no relevant experience or talent. The place is way-overstaffed. 
Despite overt friendly atmosphere, when you scratch the surface you'll find that Capital IQ is a very nasty company. Colleagues spy on each other & report back to management if co-workers have taken too long lunch breaks (I'm not exagerating here). 
Morale is extremely low.",McGraw-Hill Financial needs to step in & take control & inject some maturity into this place. Hopefully Peter Deboer can help Capital IQ grow up.,Immature management. Capital IQ needs to grow up
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW986690.htm,Systems Analyst,6/18/2011,New York,New York State,No,4,3.5,4,3,3,0, ,Yes,No Opinion,"- Young, smart environment
- Culture oriented
- Flexibility in job","- Opaque discretionary bonus process
- Often inefficient
- Senior mgmt is a clic",Set product vision and then execute,"""Young and hungry but trying to do a lot"""
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW973948.htm, ,6/9/2011,London,England,Yes,4,4,3,4,4.5,0, ,Yes,Approve,the culture of the people working here,the relocation package and handling of such is poorly dealt with, ,a positive one
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW962480.htm,Business Analyst,6/1/2011,Hyderābād,Andhra Pradesh,No,3,2,3,2,4,0, , ,No Opinion,"Tension-free atmosphere, less bureaucracy and decent benefits like subsidized food, complimentary dinner coupons, medical insurance etc. Ample scope to interact directly with US stakeholders and leadership.",Work will be monotonous as no external client for the Technology team - essentially it is a support team without any Cost-Profit setup. Entrenched old-timers with below average technical and management expertise will make the place quite difficult for innovative and bright minds.,"Reading the cons section should illuminate what steps are needed to be taken to improve the situation. Instead of keeping it as a Cost Center, the Technology division should be revamped with PnL dimension that will eventually bring rational alignment of technology expenses vis-a-vis business outcomes. In the current set-up Sponsors (Data Set Directors) have no control over business priorities of Technology division.",Very limited opportunities to learn & grow - but OK if one wants just a stable job
