"","X1","pros_page1","pros_page_rating_value"
"1434",159,"* Awesome colleagues - like family
* Beautiful offices with lots of open space, and killer fish tanks
* Lots of opportunities to do philanthropic work, and rewards for it
* Cadillac benefits
* Great parties and events
* Who doesn't want to run into Mike on a daily basis? 
* Charlie Rose is filmed in the NY office and you see famous people all the time
* Great free food.","4.0"
"1435",159,"Good benefits (401k, fully paid health benefits, decent salary). Nice office","2.0"
"1436",159,"Fun, fast-paced work environment, beautiful building, great perks","3.0"
"1437",159,"Innovative workforce in a dynamic workplace.  Very high caliber colleagues.","5.0"
"1438",159,"Bloomberg people focus on getting results.  Get early early enough and get unanounced additions to the free breakfast.","3.0"
"1439",159,"Perks, good pay, different teams and cultures, friendly","5.0"
"1440",159,"Bloomberg is a very progressive company, they provide a ton of value to their consumers. Rewarding place to work.","4.0"
"1441",160,"Benefits, training, perks, connections in the industry","4.0"
"1442",160,"Great company and people are smart. The office is very cool and they send you down to their Princeton Office atleast once a week to work with other teams","5.0"
"1443",160,"Great product that continues to develop. Mike Bloomberg has grown a wonderful organization. Great people and culture. Benefits are exceptional.","2.0"
"1444",160,"benefits, sometimes good projects, open place","4.0"
"1445",160,"the breakfast, really that's all","2.0"
"1446",160,"Good experience, smart people, good perks","3.0"
"1447",160,"great place to start, good name on resume","5.0"
"1448",160,"a) It's mostly software company thus software developers are treated as first class citizens which is not that common for NYC;
b) Competitive benefits (base + bonus, 401K, medical, etc)
c) Great life-work balance (flexible schedule, 20 work days vacation, 20 sick leaves, work from home, etc)
d) Broad range of projects and architectures - client/server, unix, windows, mobile, Java, C, C++, C#","3.0"
"1449",160,"Great benefits, great people, lots of flexibility","5.0"
"1450",160,"Good work environment, well known company, not just in finance industry but outside as well. Good continuous trainings while working there, so if you are keen to learn you can improve your knowledge in whatever area a lot.","4.0"
"1451",161,"Good work environment, well known company, not just in finance industry but outside as well. Good continuous trainings while working there, so if you are keen to learn you can improve your knowledge in whatever area a lot.","4.0"
"1452",161,"Great people, great pay, and lots of opportunities to develop your skills or learn new ones. The pantry is fully stocked with food and drinks. There is no shortage of company amenities as manager permits.","5.0"
"1453",161,"There is free food, it is always a good name on your CV, they have nice and modern equipment and offices.","2.0"
"1454",161,"Great benefits, opportunities for volunteering, matching charitable donations. Bloomberg is a stable company with a strong history and commitment to philanthropy, and lots of opportunities for taking classes in finance.","4.0"
"1455",161,"Good amount of responsibility applied very early on. If you push your manager they will give you the opp to move forward quickly","2.0"
"1456",161,"Great transparency between management and staff. Lots of room for growth. Decent office perks like fresh fruit and juice. They respect the work to life balance.","3.0"
"1457",161,"I have some very fond memories of working at BNEF. As a unit of Bloomberg it has its own unique culture and atmosphere, stemming from the days before the acquisition. The analysts are extremely smart, picked from a wealth of talent - available from the best schools. The sales teams are focussed and driven. Performance is rewarded on a team basis, which has its drawbacks, but ultimately fosters a collegiate... environment where people work for each other.","5.0"
"1458",161,"-The people I worked with (team members) are wonderful. Extremely hard working and good people. 
-Nothing else.","3.0"
"1459",161,"good company, all hands on deck philosophy, Bloomberg culture and values, philanthropy. Efficient management, very successful company.","5.0"
"1460",161,"My pros fall into four key areas: the people, the space, the exposure to senior management, and the balance. 

The people: My co-workers are a great bunch of people, many of whom have become my close friends. It's a supportive environment that encourages collaboration -- and I know I can lean on my team when I need them. Plus, my colleagues are super smart and they make me laugh. Overall, Bloomberg employees are... very hard-working, and I respect that kind of work ethic.

The space: 731 Lex knocks it out of the park. There's no other office building in NYC like it! The building is always buzzing with energy (and the occasional celebrity).

Exposure to senior management: I am very thankful to be put on projects supporting the company's senior leaders. I feel respected when working with people levels above me, and most of the time, I feel as though my work is valued.

The balance: (Disclaimer: I imagine this is very dependent on who your manager is.) My boss is very understanding. If I need to leave early or work from home, I leave early or work from home. I can still manage work, school, and my social life. Granted, some nights I stay late to get my work done, but they serve a pretty delicious dinner at 8 PM, which helps.","4.0"
"1461",162,"Great benefits:  Four weeks paid vacation, a company-match 401k that is above average, reimbursement for attorney registration, maternity leave, wage works program, a decent reimbursement for exercise expenses, and of course free snacks and drinks all day.   

Career development programs:  Bloomberg offers a ton of classes for employees through a program called 'Bloomberg University'.  You can learn the in's and... out's of finance as well as take classes to increase your technical abilities in XML, Excel, and basic programming.  There are also courses to improve public speaking, conflict management other useful business/interpersonal skills.  

Volunteer Opportunities:  The volunteer programs at Bloomberg at top-notch and really one of the most impressive parts of the company.  There are employee 5k's, big brother reading programs, and even opportunities to help build homes with habitat for humanity.  The culture encourages participation and in many instances Bloomberg will even match personal donations to many causes.  

Diverse community of peers:  There is no real 'type' at Bloomberg and that seems to be an intentional part of the hiring practices to ensure diversity.  I've worked with men and women of all backgrounds and always encountered a respectful and thoughtful interaction between my peers.  A decent HR program ensures that people act like professionals and even minor issues are quickly addressed.  I definitely feel a sense of pride to work for an inclusive community that encourages diversity.","4.0"
